Humans Dominating Poker Super Computer,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/fhGr89B37yI/humans-dominating-poker-super-computer,"New submitter IoTdude writes: The Claudico super computer uses an algorithm to account for gargantuan amounts of complexity by representing the number of possible Heads-Up No-limit Texas Hold'em decisions. Claudico also updates its strategy as it goes along, but its basic approach to the game involves getting into every hand by calling bets. And it's not working out so far. Halfway through the competition, the four human pros had a cumulative lead of 626,892 chips. Though much could change in the week remaining, a lead of around 600,000 chips is considered statistically significant.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Humans+Dominating+Poker+Super+Computer%3A+http%3A%2F%2Fbit.ly%2F1ArCIDg""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F05%2F02%2F0053211%2Fhumans-dominating-poker-super-computer%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/05/02/0053211/humans-dominating-poker-super-computer?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/05/02/0053211/humans-dominating-poker-super-computer?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7351781&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/fhGr89B37yI"" height=""1"" width=""1"" alt=""""/>"
Inside the Military-Police Center That Spies On Baltimore's Rioters,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Vp1pqH9nb0Q/inside-the-military-police-center-that-spies-on-baltimores-rioters,"Lasrick writes: Adam Weinstein on a program designed to catch terrorists attacking Baltimore that is now being used to spy on protesters: 'On Ambassador Road, just off I-695 around the corner from the FBI, nearly 100 employees sit in a high-tech suite and wait for terrorists to attack Baltimore. They've waited 11 years. But they still have plenty of work to do, like using the intel community's toys to target this week's street protests.' Great read.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Inside+the+Military-Police+Center+That+Spies+On+Baltimore's+Rioters%3A+http%3A%2F%2Fbit.ly%2F1JZJoO6""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F15%2F05%2F02%2F1743212%2Finside-the-military-police-center-that-spies-on-baltimores-rioters%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/15/05/02/1743212/inside-the-military-police-center-that-spies-on-baltimores-rioters?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://yro.slashdot.org/story/15/05/02/1743212/inside-the-military-police-center-that-spies-on-baltimores-rioters?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7355827&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/Vp1pqH9nb0Q"" height=""1"" width=""1"" alt=""""/>"
Latex Lining Could Quiet Plane Rides (Scientific American),http://news.feedzilla.com/en_us/stories/science/434432746?client_source=api&format=json,"Engineers devised a latex-laced honeycomb material that could make an airplane
cabin sound more like a quiet living room. Christopher Intagliata reports


-- Read more on ScientificAmerican.com

"
Long Uptime Makes Boeing 787 Lose Electrical Power,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/vZ5_mCcjDtY/long-uptime-makes-boeing-787-lose-electrical-power,"jones_supa writes: A dangerous software glitch has been found in the Boeing 787 Dreamliner. If the plane is left turned on for 248 days, it will enter a failsafe mode that will lead to the plane losing all of its power, according to a new directive from the US Federal Aviation Administration. If the bug is triggered, all the Generator Control Units will shut off, leaving the plane without power, and the control of the plane will be lost. Boeing is working on a software upgrade that will address the problems, the FAA says. The company is said to have found the problem during laboratory testing of the plane, and thankfully there are no reports of it being triggered on the field.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Long+Uptime+Makes+Boeing+787+Lose+Electrical+Power%3A+http%3A%2F%2Fbit.ly%2F1I57uJQ""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fit.slashdot.org%2Fstory%2F15%2F05%2F02%2F1240222%2Flong-uptime-makes-boeing-787-lose-electrical-power%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://it.slashdot.org/story/15/05/02/1240222/long-uptime-makes-boeing-787-lose-electrical-power?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://it.slashdot.org/story/15/05/02/1240222/long-uptime-makes-boeing-787-lose-electrical-power?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7354837&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/vZ5_mCcjDtY"" height=""1"" width=""1"" alt=""""/>"
Monkeys Show How to Perfectly Crack a Nut (Discovery),http://news.feedzilla.com/en_us/stories/science/434273517?client_source=api&format=json,"Some clever monkeys in the wild have devised an anvil and stone hammer method
for quickly cracking nuts.

"
My High School CS Homework Is the Centerfold,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/UDH5x_zs0iE/my-high-school-cs-homework-is-the-centerfold,"theodp writes: To paraphrase the J. Geils Band, Maddie Zug's high school computer science homework is the centerfold. In a Washington Post op-ed, Zug, a student at the top-ranked Thomas Jefferson High School for Science and Technology, argues that a centerfold does not belong in the classroom. ""I first saw a picture of Playboy magazine's Miss November 1972 a year ago as a junior at TJ,"" Zug explains. ""My artificial intelligence teacher told our class to search Google for Lena Soderberg (not the full image, though!) and use her picture to test our latest coding assignment...Soderberg has a history with computer science. In the 1970s, male programmers at the University of Southern California needed to test their image-processing algorithm. They scanned what they had handy: the centerfold of a Playboy magazine. Before long, the image became a convention in industry and academia.""

(Wikipedia has a nice background, too.)<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=My+High+School+CS+Homework+Is+the+Centerfold%3A+http%3A%2F%2Fbit.ly%2F1GQnijv""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F05%2F02%2F151206%2Fmy-high-school-cs-homework-is-the-centerfold%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/05/02/151206/my-high-school-cs-homework-is-the-centerfold?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/05/02/151206/my-high-school-cs-homework-is-the-centerfold?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7355227&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/UDH5x_zs0iE"" height=""1"" width=""1"" alt=""""/>"
Native Hawaiian Panel Withdraws Support For World's Largest Telescope,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/iFM6gML0PPA/native-hawaiian-panel-withdraws-support-for-worlds-largest-telescope,"sciencehabit writes: Trustees of the Office of Hawaiian Affairs (OHA) &ndash; a state agency established to advocate for native Hawaiins &mdash; voted Thursday to withdraw their support for construction of the Thirty-Meter Telescope (TMT) on the summit of the Mauna Kea volcano. The vote follows weeks of protests by Native Hawaiians who say the massive structure would desecrate one of their most holy places. The protests have shut down construction of the telescope, which would be the world's largest optical telescope if completed. The vote, which reverses a 2009 decision to endorse the project, strikes a powerful if symbolic blow against a project that, for many native Hawaiians, has come to symbolize more than a century of assaults against their land, culture and sovereignty.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Native+Hawaiian+Panel+Withdraws+Support+For+World's+Largest+Telescope%3A+http%3A%2F%2Fbit.ly%2F1GFA4vG""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fpolitics.slashdot.org%2Fstory%2F15%2F05%2F02%2F1846228%2Fnative-hawaiian-panel-withdraws-support-for-worlds-largest-telescope%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://politics.slashdot.org/story/15/05/02/1846228/native-hawaiian-panel-withdraws-support-for-worlds-largest-telescope?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://politics.slashdot.org/story/15/05/02/1846228/native-hawaiian-panel-withdraws-support-for-worlds-largest-telescope?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7355933&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/iFM6gML0PPA"" height=""1"" width=""1"" alt=""""/>"
New Book Explores the Zombie Brain (Scientific American),http://news.feedzilla.com/en_us/stories/science/434468953?client_source=api&format=json,"Books and recommendations from Scientific American MIND


-- Read more on ScientificAmerican.com

"
New Test Can Predict Cancer Up to 13 Years Before Disease Develops (bioethicscom),http://news.feedzilla.com/en_us/stories/science/434444083?client_source=api&format=json,"(The Telegraph) - A new test which can predict with 100 per cent accuracy
whether a person will develop cancer up to 13 years in the future, has been
devised by scientists. Harvard and Northwestern University discovered that
tiny but … Read More

"
One in Six Species Could Go Extinct With Climate Change (Discover Magazine),http://news.feedzilla.com/en_us/stories/science/434291408?client_source=api&format=json,"If climate change continues on its current track, one out of every six species
on Earth could be at risk of extinction. That’s the conclusion of a new meta-
analysis of 131 published studies, looking at everything from Costa Rica’s
insects to Arctic foxes to California oak trees. The study is one of the most
comprehensive surveys of how biodiversity will fare in a warmer climate. It
found that the rate of biodiversity loss doesn't rise linearly but actually
accelerates with each degree of

"
Pluto May Have Icy Cap (Scientific American),http://news.feedzilla.com/en_us/stories/science/434468964?client_source=api&format=json,"The latest images from NASA's New Horizons spacecraft show a bright spot near
the dwarf planet's pole


-- Read more on ScientificAmerican.com

"
Queen of Carbon Becomes First Woman to Receive IEEE Medal of Honor (Scientific American),http://news.feedzilla.com/en_us/stories/science/434321132?client_source=api&format=json,"In June, Professor Mildred Dresselhaus will formally receive the 2015 IEEE
Medal of Honor for her leadership and contributions across many fields of
science and engineering. She...


-- Read more on ScientificAmerican.com

"
Rescue dogs boost literacy (APN),http://news.feedzilla.com/en_us/stories/science/434485155?client_source=api&format=json,"As a parent helper, once a week I listen to a group of 5 year olds reading.
One girl often gets words wrong - seal for seagull, goggles for mask - she
rushes the answers.This week, the other children in her group were called
away...

"
Researcher Bypasses Google Password Alert For Second Time,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/4OdEuukXn5Q/researcher-bypasses-google-password-alert-for-second-time,"Trailrunner7 writes with this excerpt: A security researcher has developed a method&ndash;actually two methods&ndash;for defeating the new Chrome Password Alert extension that Google released earlier this week. The Password Alert extension is designed to warn users when they're about to enter their Google passwords into a fraudulent site. The extension is meant as a defense against phishing attacks, which remain a serious threat to consumers despite more than a decade of research and warnings about the way the attacks work. Just a day after Google released the extension, Paul Moore, a security consultant in the U.K., developed a method for bypassing the extension. The technique involved using Javascript to look on a given page for the warning screen that Password Alert shows users. The method Moore developed then simply blocks the screen, according to a report on Ars Technica. In an email, Moore said it took him about two minutes to develop that bypass, which Google fixed in short order. However, Moore then began looking more closely at the code for the extension, and Chrome itself, and discovered another way to get around the extension. He said this one likely will be more difficult to repair. ""The second exploit will prove quite difficult (if not near impossible) to resolve, as it leverages a race condition in Chrome which I doubt any single extension can remedy. The extension works by detecting each key press and comparing it against a stored, hashed version. When you've entered the correct password, Password Alert throws a warning advising the user to change their password,"" Moore said.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Researcher+Bypasses+Google+Password+Alert+For+Second+Time%3A+http%3A%2F%2Fbit.ly%2F1I5ZqZj""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fit.slashdot.org%2Fstory%2F15%2F05%2F02%2F1947216%2Fresearcher-bypasses-google-password-alert-for-second-time%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://it.slashdot.org/story/15/05/02/1947216/researcher-bypasses-google-password-alert-for-second-time?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://it.slashdot.org/story/15/05/02/1947216/researcher-bypasses-google-password-alert-for-second-time?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7356001&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/4OdEuukXn5Q"" height=""1"" width=""1"" alt=""""/>"
Scientists monitor undersea volcanic eruption off Oregon coast (reuters),http://news.feedzilla.com/en_us/stories/science/434499679?client_source=api&format=json,"PORTLAND, Ore. (Reuters) - An undersea volcano about 300 miles (480 km) off
Oregon's coast has been spewing lava for the past seven days, confirming
forecasts made last fall and giving researchers unique insight into a hidden
ocean hot spot, a scientist said on Friday.

"
SeaWorld cited over safety of trainers who work with orcas (The Arizona Republic),http://news.feedzilla.com/en_us/stories/science/434469999?client_source=api&format=json,"SAN DIEGO (AP) -- SeaWorld - whose safety practices have been under scrutiny
since an animal trainer was killed in 2010 by an orca at its Orlando, Florida,
park - has now been cited for not adequately protecting its killer-whale
trainers at its park in San Diego....

"
